hotel_id,hotel_name,n_comment,rank_in_country,type,price,url
475,Pineapple Resort,1,#105 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d6930270-Reviews-Pineapple_Resort-Chiang_Rai_Chiang_Rai_Province.html
476,Take Me Home,2,#109 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d13923568-Reviews-Take_Me_Home-Chiang_Rai_Chiang_Rai_Province.html
477,Mae Yao Resort,6,#67 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2226859-Reviews-Mae_Yao_Resort-Chiang_Rai_Chiang_Rai_Province.html
478,Bura Bura Kam Resort,1,#112 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d4413463-Reviews-Bura_Bura_Kam_Resort-Chiang_Rai_Chiang_Rai_Province.html
479,Waterford Valley Chiang Rai,2,#110 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d6072831-Reviews-Waterford_Valley_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
480,The Eight Guest House,1,#111 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d3793348-Reviews-The_Eight_Guest_House-Chiang_Rai_Chiang_Rai_Province.html
481,Pimphat Resort,1,#112 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2043642-Reviews-Pimphat_Resort-Chiang_Rai_Chiang_Rai_Province.html
482,K.S. Place,2,#115 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3799495-Reviews-K_S_Place-Chiang_Rai_Chiang_Rai_Province.html
483,Prasert Place,1,#123 of 220 specialty lodgings in Chiang Rai,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d6200897-Reviews-Prasert_Place-Chiang_Rai_Chiang_Rai_Province.html
484,Ramidahost,5,#129 of 220 specialty lodgings in Chiang Rai,Specialty B&B,,https://www.tripadvisor.com/Hotel_Review-g297920-d8683044-Reviews-Ramidahost-Chiang_Rai_Chiang_Rai_Province.html
485,Phuphan Resort,1,#132 of 220 specialty lodgings in Chiang Rai,Specialty Resort,,https://www.tripadvisor.com/Hotel_Review-g297920-d13322917-Reviews-Phuphan_Resort-Chiang_Rai_Chiang_Rai_Province.html
486,Siripat Resort Chiang Khong,1,#125 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3180844-Reviews-Siripat_Resort_Chiang_Khong-Chiang_Rai_Chiang_Rai_Province.html
487,Tree House Residence,2,#131 of 220 specialty lodgings in Chiang Rai,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d2545378-Reviews-Tree_House_Residence-Chiang_Rai_Chiang_Rai_Province.html
488,Heuandok - Euang,2,#130 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d6538610-Reviews-Heuandok_Euang-Chiang_Rai_Chiang_Rai_Province.html
489,Baan Viream Resort,2,#131 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d4328783-Reviews-Baan_Viream_Resort-Chiang_Rai_Chiang_Rai_Province.html
490,Tanya Inn,10,#137 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d2572137-Reviews-Tanya_Inn-Chiang_Rai_Chiang_Rai_Province.html
491,Chote Home Gallery,4,#132 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2226844-Reviews-Chote_Home_Gallery-Chiang_Rai_Chiang_Rai_Province.html
492,Singha Park Chiang Rai Camping,2,#140 of 220 specialty lodgings in Chiang Rai,Cabin/Campground,,https://www.tripadvisor.com/Hotel_Review-g297920-d14211437-Reviews-Singha_Park_Chiang_Rai_Camping-Chiang_Rai_Chiang_Rai_Province.html
493,Elephant Valley Homestay,1,#143 of 220 specialty lodgings in Chiang Rai,Specialty Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d12380045-Reviews-Elephant_Valley_Homestay-Chiang_Rai_Chiang_Rai_Province.html
494,Bus Station 1 Hostel,6,#144 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12340244-Reviews-Bus_Station_1_Hostel-Chiang_Rai_Chiang_Rai_Province.html
495,Natpob Sleep Station Motel,2,#137 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d4875431-Reviews-Natpob_Sleep_Station_Motel-Chiang_Rai_Chiang_Rai_Province.html
496,Hostel Chiangrai-Clock Hospitale,1,#146 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d13401206-Reviews-Hostel_Chiangrai_Clock_Hospitale-Chiang_Rai_Chiang_Rai_Province.html
497,Ozone Hostel,7,#147 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d10771416-Reviews-Ozone_Hostel-Chiang_Rai_Chiang_Rai_Province.html
498,Laila Hostel,4,#148 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d13234356-Reviews-Laila_Hostel-Chiang_Rai_Chiang_Rai_Province.html
499,360_ Tanawasin Resort & Spa,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d6878184-Reviews-360_Tanawasin_Resort_Spa-Chiang_Rai_Chiang_Rai_Province.html
500,Portside Hotel,22,#141 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3310842-Reviews-Portside_Hotel-Chiang_Rai_Chiang_Rai_Province.html
501,Ann Guest House 2,0,,Specialty Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d13558687-Reviews-Ann_Guest_House_2-Chiang_Rai_Chiang_Rai_Province.html
502,Baanbua Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d13537174-Reviews-Baanbua_Resort-Chiang_Rai_Chiang_Rai_Province.html
503,Baan Chaw Euang by Guide Birt,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d12148290-Reviews-Baan_Chaw_Euang_by_Guide_Birt-Chiang_Rai_Chiang_Rai_Province.html
504,Baan Khun Jum,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d6437570-Reviews-Baan_Khun_Jum-Chiang_Rai_Chiang_Rai_Province.html
505,Baan Khun Yay Boutique Homestay,0,,Specialty B&B,,https://www.tripadvisor.com/Hotel_Review-g297920-d10151051-Reviews-Baan_Khun_Yay_Boutique_Homestay-Chiang_Rai_Chiang_Rai_Province.html
506,Baan Klang Nam Resort,0,,Specialty Resort,,https://www.tripadvisor.com/Hotel_Review-g297920-d14969285-Reviews-Baan_Klang_Nam_Resort-Chiang_Rai_Chiang_Rai_Province.html
507,Baan Ther Si by Guide Birt,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d12213495-Reviews-Baan_Ther_Si_by_Guide_Birt-Chiang_Rai_Chiang_Rai_Province.html
508,Bann Banburee Hostel & Cafe,0,,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12289212-Reviews-Bann_Banburee_Hostel_Cafe-Chiang_Rai_Chiang_Rai_Province.html
509,Bann Din Chiang Rai,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d13564778-Reviews-Bann_Din_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
510,Banrai Phuwarin,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3180711-Reviews-Banrai_Phuwarin-Chiang_Rai_Chiang_Rai_Province.html
511,Ban Rin Kam Resort,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d3184629-Reviews-Ban_Rin_Kam_Resort-Chiang_Rai_Chiang_Rai_Province.html
512,Ban Sabairom,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d10506095-Reviews-Ban_Sabairom-Chiang_Rai_Chiang_Rai_Province.html
513,Bantham Hill Homestay,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d10901241-Reviews-Bantham_Hill_Homestay-Chiang_Rai_Chiang_Rai_Province.html
514,Ba Qua Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d10816915-Reviews-Ba_Qua_Resort-Chiang_Rai_Chiang_Rai_Province.html
515,Bed Time Hostel Chiangrai,0,,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d13120643-Reviews-Bed_Time_Hostel_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
516,Chaya Home,0,,Limited Service Property,,https://www.tripadvisor.com/Hotel_Review-g297920-d16660048-Reviews-Chaya_Home-Chiang_Rai_Chiang_Rai_Province.html
517,Dentara Grand,0,,Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d10232761-Reviews-Dentara_Grand-Chiang_Rai_Chiang_Rai_Province.html
518,Dusit Island Resort Chiang Rai,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d17202150-Reviews-Dusit_Island_Resort_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
519,Fuangfoo Hotel,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d15049671-Reviews-Fuangfoo_Hotel-Chiang_Rai_Chiang_Rai_Province.html
520,Golden Pool Hotel,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d10373264-Reviews-Golden_Pool_Hotel-Chiang_Rai_Chiang_Rai_Province.html
521,Happy House at Maesalong,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d13485345-Reviews-Happy_House_at_Maesalong-Chiang_Rai_Chiang_Rai_Province.html
522,Hongpak 12 Rasee,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d13298875-Reviews-Hongpak_12_Rasee-Chiang_Rai_Chiang_Rai_Province.html
523,Huan Heun Gong Chang Resident,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12792208-Reviews-Huan_Heun_Gong_Chang_Resident-Chiang_Rai_Chiang_Rai_Province.html
524,Huen Him Bung,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d8005557-Reviews-Huen_Him_Bung-Chiang_Rai_Chiang_Rai_Province.html
525,JB Mansion,0,,Specialty Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12985857-Reviews-JB_Mansion-Chiang_Rai_Chiang_Rai_Province.html
526,J.K. Homestay,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d6437676-Reviews-J_K_Homestay-Chiang_Rai_Chiang_Rai_Province.html
527,Khoom Luang,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d13602571-Reviews-Khoom_Luang-Chiang_Rai_Chiang_Rai_Province.html
528,King Mountain Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d9737084-Reviews-King_Mountain_Resort-Chiang_Rai_Chiang_Rai_Province.html
529,Kumpai Apartment,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d3803621-Reviews-Kumpai_Apartment-Chiang_Rai_Chiang_Rai_Province.html
530,Laimai Chiangrai Resort,0,,Specialty Resort,,https://www.tripadvisor.com/Hotel_Review-g297920-d12978540-Reviews-Laimai_Chiangrai_Resort-Chiang_Rai_Chiang_Rai_Province.html
531,Maneetham Apartments,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d12977444-Reviews-Maneetham_Apartments-Chiang_Rai_Chiang_Rai_Province.html
532,Mekong Art Residence,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d12579196-Reviews-Mekong_Art_Residence-Chiang_Rai_Chiang_Rai_Province.html
533,Moonshadow Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d14947741-Reviews-Moonshadow_Resort-Chiang_Rai_Chiang_Rai_Province.html
534,M Place,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d12977593-Reviews-M_Place-Chiang_Rai_Chiang_Rai_Province.html
535,Mum Home Hostel,0,,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d13434864-Reviews-Mum_Home_Hostel-Chiang_Rai_Chiang_Rai_Province.html
536,Nanglae Home,0,,Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d4047073-Reviews-Nanglae_Home-Chiang_Rai_Chiang_Rai_Province.html
537,North ValentineBed & Breakfast,0,,Bed and Breakfast,,https://www.tripadvisor.com/Hotel_Review-g297920-d3792773-Reviews-North_ValentineBed_Breakfast-Chiang_Rai_Chiang_Rai_Province.html
538,Odin Homestay,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d12928683-Reviews-Odin_Homestay-Chiang_Rai_Chiang_Rai_Province.html
539,Petit Loft,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12436166-Reviews-Petit_Loft-Chiang_Rai_Chiang_Rai_Province.html
540,Phu Khum Fha,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d14979427-Reviews-Phu_Khum_Fha-Chiang_Rai_Chiang_Rai_Province.html
541,Phulae Inn Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3319999-Reviews-Phulae_Inn_Resort-Chiang_Rai_Chiang_Rai_Province.html
542,Pijika Resort,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d8648230-Reviews-Pijika_Resort-Chiang_Rai_Chiang_Rai_Province.html
543,Poo Guesthouse,0,,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12821968-Reviews-Poo_Guesthouse-Chiang_Rai_Chiang_Rai_Province.html
544,Rai Rom Po Thong,0,,Specialty Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d13470484-Reviews-Rai_Rom_Po_Thong-Chiang_Rai_Chiang_Rai_Province.html
545,Rak Kan Na Resort,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d9602453-Reviews-Rak_Kan_Na_Resort-Chiang_Rai_Chiang_Rai_Province.html
546,Ramida Host,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d12282432-Reviews-Ramida_Host-Chiang_Rai_Chiang_Rai_Province.html
547,Ramidahost2,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d15245464-Reviews-Ramidahost2-Chiang_Rai_Chiang_Rai_Province.html
548,River Hill Resort,0,,Specialty Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d13778475-Reviews-River_Hill_Resort-Chiang_Rai_Chiang_Rai_Province.html
549,Sawanbondin Farm and Homestay,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d15024736-Reviews-Sawanbondin_Farm_and_Homestay-Chiang_Rai_Chiang_Rai_Province.html
550,SeanSbai Home,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d13493471-Reviews-SeanSbai_Home-Chiang_Rai_Chiang_Rai_Province.html
551,SiBamboo 2,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d13971819-Reviews-SiBamboo_2-Chiang_Rai_Chiang_Rai_Province.html
552,So Herbs At Home Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d6376822-Reviews-So_Herbs_At_Home_Resort-Chiang_Rai_Chiang_Rai_Province.html
553,Somruethai Resort,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d12952264-Reviews-Somruethai_Resort-Chiang_Rai_Chiang_Rai_Province.html
554,Subrangsee Apartment,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d12975877-Reviews-Subrangsee_Apartment-Chiang_Rai_Chiang_Rai_Province.html
555,Supansa Homestay,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d8730040-Reviews-Supansa_Homestay-Chiang_Rai_Chiang_Rai_Province.html
556,Tantawan Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3513267-Reviews-Tantawan_Resort-Chiang_Rai_Chiang_Rai_Province.html
557,Tasai Residence,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d11871210-Reviews-Tasai_Residence-Chiang_Rai_Chiang_Rai_Province.html
558,TG Home 2,0,,Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d12642717-Reviews-TG_Home_2-Chiang_Rai_Chiang_Rai_Province.html
559,TG Home Residence,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d15300710-Reviews-TG_Home_Residence-Chiang_Rai_Chiang_Rai_Province.html
560,Thanapat Chiang Rai,0,,Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d12440582-Reviews-Thanapat_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
561,Thorada Place,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d6548513-Reviews-Thorada_Place-Chiang_Rai_Chiang_Rai_Province.html
562,View Doi Resort,0,,Specialty Resort,,https://www.tripadvisor.com/Hotel_Review-g297920-d13117040-Reviews-View_Doi_Resort-Chiang_Rai_Chiang_Rai_Province.html
563,Wowtawan Homestay,0,,Specialty Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d14815449-Reviews-Wowtawan_Homestay-Chiang_Rai_Chiang_Rai_Province.html
564,Yaba Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d15050922-Reviews-Yaba_Resort-Chiang_Rai_Chiang_Rai_Province.html
565,Yoo Yen Home,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d13925767-Reviews-Yoo_Yen_Home-Chiang_Rai_Chiang_Rai_Province.html
